"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"5666",2,2102,89,0.213973388075829,10197,660,22,2,2
"5667",2,2103,89,0.238575890660286,10298,659,28,9,6
"5668",2,2104,89,0.246462807059288,10327,686,26,3,2
"5669",2,2105,89,0.194390445947647,10133,699,61,20,15
"5670",2,2106,89,0.243462577462196,10507,664,29,2,3
"5671",2,2107,89,0.212690532207489,10660,716,29,8,1
"5672",2,2108,89,0.230496451258659,10730,669,22,2,5
"5673",2,2109,89,0.173988685011864,10967,642,19,6,2
"5674",2,2110,89,0.185840710997581,10745,660,23,7,3
"5675",2,2111,89,0.0864677876234055,10944,728,28,8,2
"5676",2,2112,89,0.212935850024223,10647,693,36,5,2
"5677",2,2113,89,0.257160604000092,10654,720,32,3,5
"5678",2,2114,89,0.18689925968647,10544,754,36,7,5
"5679",2,2115,89,0.239999994635582,10635,702,43,4,8
"5680",2,2116,89,0.14573509991169,11027,711,34,10,4
"5681",2,2201,89,0.236742421984673,10000,632,28,5,3
"5682",2,2202,89,0.167973130941391,10192,606,25,2,2
